frame intention_type current_velocity steering_wheel_angle dlm
387100000000 dlm 0.0 0.0 left
387200000000 dlm 0.0 0.0 left
387300000000 dlm 0.0 0.0 left
387400000000 dlm 0.0 0.0 left
387500000000 dlm 0.0 0.0 left
387600000000 dlm 0.0 0.0 left
387700000000 dlm 0.0 0.0 left
387800000000 dlm 0.0 0.0 left
387900000000 dlm 0.0 0.0 left
388000000000 dlm 0.0 0.0 left
388100000000 dlm 0.0 0.0 left
388200000000 dlm 0.0 0.0 left
388300000000 dlm 0.0 0.0 left
388400000000 dlm 0.0 0.0 left
388500000000 dlm 0.0 0.0 left
388600000000 dlm 0.0 0.0 left
388700000000 dlm 0.0 0.0 left
388800000000 dlm 0.0 0.0 left
388900000000 dlm 0.0 0.0 left
389000000000 dlm 0.0 0.0 left
389100000000 dlm 0.0 0.0 left
389200000000 dlm 0.0 0.0 left
389300000000 dlm 0.0 0.0 left
389400000000 dlm 0.0 0.0 left
389500000000 dlm 0.0 0.0 left
389600000000 dlm 0.0 0.0 left
389700000000 dlm 0.0 0.0 left
389800000000 dlm 0.0 0.0 left
389900000000 dlm 0.0 0.0 left
390000000000 dlm 0.0 0.0 left
390100000000 dlm 0.0 0.0 left
390200000000 dlm 0.0 0.0 left
390300000000 dlm 0.0 0.0 left
390400000000 dlm 0.0 0.0 left
390500000000 dlm 0.0 0.0 left
390600000000 dlm 0.0 0.0 left
390700000000 dlm 0.0 0.0 left
390800000000 dlm 0.0 0.0 left
390900000000 dlm 0.0 0.0 left
391000000000 dlm 0.0 0.0 left
391100000000 dlm 0.0 0.0 left
391100000000 dlm 0.0 0.0 left
391300000000 dlm 0.0 0.0 left
391400000000 dlm 0.0 0.0 left
391500000000 dlm 0.0 0.0 left
391600000000 dlm 0.0 0.0 left
391700000000 dlm 0.0 0.0 left
391800000000 dlm 0.0 0.0 left
391900000000 dlm 0.0 0.0 left
392000000000 dlm 0.0 0.0 left
392100000000 dlm 0.0 0.0 left
392200000000 dlm 0.02 0.0 left
392300000000 dlm 0.06 0.0 left
392400000000 dlm 0.06 0.0 left
392500000000 dlm 0.08 0.0 left
392600000000 dlm 0.1 0.0 left
392700000000 dlm 0.12000000000000001 0.0 left
392800000000 dlm 0.18 0.0 left
392900000000 dlm 0.24200000000000005 0.0 left
393000000000 dlm 0.24200000000000005 0.0 left
393100000000 dlm 0.24200000000000005 0.0 left
393200000000 dlm 0.24200000000000005 0.0 left
393300000000 dlm 0.24200000000000005 0.0 left
393400000000 dlm 0.24200000000000005 0.0 left
393500000000 dlm 0.24200000000000005 0.0 left
393600000000 dlm 0.22200000000000006 0.1 left
393700000000 dlm 0.20200000000000007 0.2 left
393800000000 dlm 0.18200000000000008 0.30000000000000004 left
393900000000 dlm 0.1620000000000001 0.4 left
394000000000 dlm 0.1420000000000001 0.5 left
394100000000 dlm 0.08200000000000009 0.6 left
394200000000 dlm 0.04200000000000008 0.7999999999999999 left
394300000000 dlm 0.06200000000000008 0.7 left
394400000000 dlm 0.08200000000000009 0.6 left
394500000000 dlm 0.10200000000000009 0.5 forward
394600000000 dlm 0.1220000000000001 0.4 forward
394700000000 dlm 0.1420000000000001 0.30000000000000004 forward
394800000000 dlm 0.20200000000000007 2.7755575615628914e-17 forward
394900000000 dlm 0.24200000000000005 0.0 forward
395000000000 dlm 0.24200000000000005 0.0 forward
395100000000 dlm 0.24200000000000005 0.0 forward
395200000000 dlm 0.24200000000000005 0.0 forward
395300000000 dlm 0.24200000000000005 0.0 forward
395400000000 dlm 0.24200000000000005 0.0 forward
395500000000 dlm 0.24200000000000005 0.0 forward
395600000000 dlm 0.24200000000000005 0.0 forward
395700000000 dlm 0.24200000000000005 0.0 forward
395800000000 dlm 0.24200000000000005 0.0 forward
395900000000 dlm 0.24200000000000005 0.0 forward
396000000000 dlm 0.24200000000000005 0.0 forward
396100000000 dlm 0.24200000000000005 0.0 forward
396200000000 dlm 0.24200000000000005 0.0 forward
396300000000 dlm 0.24200000000000005 0.0 forward
396400000000 dlm 0.24200000000000005 0.0 forward
396500000000 dlm 0.24200000000000005 0.0 forward
396600000000 dlm 0.24200000000000005 0.0 forward
396600000000 dlm 0.24200000000000005 0.0 forward
396800000000 dlm 0.24200000000000005 0.0 forward
396900000000 dlm 0.24200000000000005 0.0 forward
397000000000 dlm 0.24200000000000005 0.0 forward
397100000000 dlm 0.22200000000000006 0.1 forward
397200000000 dlm 0.20200000000000007 0.2 forward
397300000000 dlm 0.18200000000000008 0.30000000000000004 forward
397400000000 dlm 0.1620000000000001 0.4 forward
397500000000 dlm 0.1420000000000001 0.5 forward
397600000000 dlm 0.08200000000000009 0.7999999999999999 forward
397700000000 dlm 0.06200000000000008 0.8999999999999999 forward
397800000000 dlm 0.04200000000000008 0.9999999999999999 forward
397900000000 dlm 0.02200000000000008 1.0999999999999999 forward
398000000000 dlm 0.002000000000000078 1.2 forward
398100000000 dlm 0.0 1.2100000000000002 forward
398200000000 dlm 0.0 1.11 right
398300000000 dlm 0.0 1.01 right
398400000000 dlm 0.0 0.91 right
398500000000 dlm 0.0 0.81 right
398600000000 dlm 0.0 0.7100000000000001 right
398700000000 dlm 0.0 0.6100000000000001 right
398800000000 dlm 0.0 0.5100000000000001 right
398900000000 dlm 0.0 0.31000000000000016 right
399000000000 dlm 0.0 0.21000000000000016 right
399100000000 dlm 0.0 0.11000000000000015 right
399200000000 dlm 0.0 0.010000000000000148 right
399300000000 dlm 0.0 -0.08999999999999986 right
399400000000 dlm 0.0 -0.3899999999999999 right
399500000000 dlm 0.0 -0.6899999999999998 right
399600000000 dlm 0.0 -0.9899999999999998 right
399700000000 dlm 0.0 -1.2100000000000002 right
399800000000 dlm 0.0 -1.2100000000000002 right
399900000000 dlm 0.0 -1.2100000000000002 right
400000000000 dlm 0.0 -1.2100000000000002 right
400100000000 dlm 0.0 -1.2100000000000002 right
400200000000 dlm 0.0 -1.2100000000000002 right
400300000000 dlm 0.0 -1.2100000000000002 right
400400000000 dlm 0.02 -1.11 right
400500000000 dlm 0.04 -1.01 right
400600000000 dlm 0.06 -0.91 right
400700000000 dlm 0.08 -0.81 forward
400800000000 dlm 0.1 -0.7100000000000001 forward
400900000000 dlm 0.08 -0.6100000000000001 forward
401000000000 dlm 0.06 -0.5100000000000001 forward
401100000000 dlm 0.039999999999999994 -0.41000000000000014 forward
401200000000 dlm 0.019999999999999993 -0.31000000000000016 forward
401300000000 dlm 0.0 -0.21000000000000016 forward
401400000000 dlm 0.0 -0.11000000000000015 forward
401500000000 dlm 0.0 -0.010000000000000148 forward
401600000000 dlm 0.0 0.0 forward
401700000000 dlm 0.0 0.0 forward
401800000000 dlm 0.0 0.0 forward
401900000000 dlm 0.0 0.0 forward
402000000000 dlm 0.0 0.0 forward
402100000000 dlm 0.0 0.0 forward
402200000000 dlm 0.0 0.0 forward
402300000000 dlm 0.0 0.0 forward
402400000000 dlm 0.0 0.0 forward
402400000000 dlm 0.0 0.0 forward
402600000000 dlm 0.0 0.0 forward
402700000000 dlm 0.0 0.0 forward
402800000000 dlm 0.02 0.0 forward
402900000000 dlm 0.04 0.0 forward
403000000000 dlm 0.06 0.0 forward
403100000000 dlm 0.08 0.0 forward
403200000000 dlm 0.1 0.0 forward
403300000000 dlm 0.08 0.1 forward
403400000000 dlm 0.06 0.2 forward
403500000000 dlm 0.039999999999999994 0.30000000000000004 forward
403600000000 dlm 0.019999999999999993 0.4 forward
403700000000 dlm 0.0 0.5 forward
403800000000 dlm 0.0 0.4 forward
403900000000 dlm 0.0 0.30000000000000004 forward
404000000000 dlm 0.0 0.20000000000000004 forward
404100000000 dlm 0.0 0.10000000000000003 forward
404200000000 dlm 0.02 2.7755575615628914e-17 forward
404300000000 dlm 0.04 0.0 forward
404300000000 dlm 0.04 0.0 forward
404500000000 dlm 0.08 0.0 forward
404600000000 dlm 0.12000000000000001 0.0 forward
404700000000 dlm 0.16 0.0 forward
404800000000 dlm 0.19999999999999998 0.0 forward
404900000000 dlm 0.21999999999999997 0.0 forward
405000000000 dlm 0.23999999999999996 0.0 forward
405100000000 dlm 0.24200000000000005 0.0 forward
405200000000 dlm 0.22200000000000006 0.1 forward
405300000000 dlm 0.22200000000000006 0.1 forward
405400000000 dlm 0.20200000000000007 0.2 forward
405500000000 dlm 0.18200000000000008 0.30000000000000004 forward
405600000000 dlm 0.1620000000000001 0.4 forward
405700000000 dlm 0.1420000000000001 0.5 forward
405800000000 dlm 0.1220000000000001 0.4 forward
405900000000 dlm 0.10200000000000009 0.30000000000000004 forward
406000000000 dlm 0.08200000000000009 0.20000000000000004 forward
406100000000 dlm 0.06200000000000008 0.10000000000000003 forward
406200000000 dlm 0.04200000000000008 2.7755575615628914e-17 forward
406300000000 dlm 0.02200000000000008 0.0 forward
406400000000 dlm 0.002000000000000078 0.0 forward
406500000000 dlm 0.0 0.0 forward
406600000000 dlm 0.02 0.0 forward
406700000000 dlm 0.04 0.0 forward
406800000000 dlm 0.06 0.0 forward
406900000000 dlm 0.08 0.0 forward
407000000000 dlm 0.1 0.0 forward
407100000000 dlm 0.12000000000000001 0.0 forward
407200000000 dlm 0.18 0.0 forward
407300000000 dlm 0.21999999999999997 0.0 forward
407400000000 dlm 0.23999999999999996 0.0 forward
407500000000 dlm 0.24200000000000005 0.0 forward
407600000000 dlm 0.22200000000000006 0.1 forward
407700000000 dlm 0.20200000000000007 0.2 forward
407800000000 dlm 0.18200000000000008 0.30000000000000004 forward
407900000000 dlm 0.1620000000000001 0.4 forward
408000000000 dlm 0.1620000000000001 0.4 forward
408100000000 dlm 0.18200000000000008 0.30000000000000004 forward
408200000000 dlm 0.20200000000000007 0.20000000000000004 forward
408300000000 dlm 0.22200000000000006 0.10000000000000003 forward
408400000000 dlm 0.24200000000000005 2.7755575615628914e-17 forward
408500000000 dlm 0.22200000000000006 0.0 forward
408600000000 dlm 0.18200000000000008 -0.1 forward
408700000000 dlm 0.18200000000000008 -0.1 forward
408800000000 dlm 0.1620000000000001 -0.2 forward
408900000000 dlm 0.1420000000000001 -0.30000000000000004 forward
409000000000 dlm 0.1220000000000001 -0.4 forward
